Name,Address,Email,Phone
Anne-Frank-Grundschule   ,Prinz-Eugen-Str. 76 77654 Offenburg,poststelle@04155329.schule.bwl.de,0781 /93670
Astrid-Lindgren-Schule Grund- und Werkrealschule  ,Vogesenstr. 6 77652 Offenburg,poststelle@04155342.schule.bwl.de,0781 /921460
CJD Christophorusschule Offenburg  ,Zähringerstr. 42-59 77652 Offenburg,poststelle@04310037.schule.bwl.de,0781 /7908-0
"Eichendorff-Schule Grund-, Werkreal- und Gemeinschaftsschule Offenburg-West",Drosselweg 2 77656 Offenburg,poststelle@04155354.schule.bwl.de,0781 /605850
Erich Kästner-Realschule   ,Prinz-Eugen-Str. 76 77654 Offenburg,poststelle@04161597.schule.bwl.de,0781 /921350
Freie Schule Spatz Privates Sonderpädagogisches Bildungs- und Beratungszentrum emot. u. soziale Entwicklung,Prinz-Eugen-Str. 4 77654 Offenburg,poststelle@04311868.schule.bwl.de,0781 948-5050
Freie Waldorfschule   ,Moltkestr. 3 77654 Offenburg,,0781 /9482270
Friedrich-August-Haselwander- Gewerbeschule  ,Moltkestr. 23 77654 Offenburg,poststelle@04112343.schule.bwl.de,0781 /805 8300
Georg-Monsch-Schule Grundschule Stadtmitte ,Turnhallestr. 2 77654 Offenburg,poststelle@04155330.schule.bwl.de,0781/9362-0
Grimmelshausen-Gymnasium   ,Gymnasiumstr. 9 77652 Offenburg,poststelle@04106203.schule.bwl.de,0781/9706280
Grundschule Elgersweier   ,Kirchstr. 23 77656 Offenburg,poststelle@04155366.schule.bwl.de,0781 /9692580
Grundschule Fessenbach   ,In den Feldreben 6 77654 Offenburg,poststelle@04155378.schule.bwl.de,0781/93297-0
Grundschule Griesheim   ,Zum Gottsacker 4 77652 Offenburg,poststelle@04155391.schule.bwl.de,0781/9705580
Grundschule Rammersweier   ,Am Pflenzinger 1 77654 Offenburg,poststelle@04155408.schule.bwl.de,0781 /932980
Grundschule Weier   ,Hubertusstr. 1c 77656 Offenburg,poststelle@04155421.schule.bwl.de,0781/967768-0
"Grundschule Zunsweier ""Am Römerbad""  ",Kleingäßle 9 77656 Offenburg,poststelle@04155445.schule.bwl.de,0781 /96260
Hansjakob-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Geistige Entwicklung,Platanenallee 7 77656 Offenburg,poststelle@04110632.schule.bwl.de,0781 /57660
Haus Fichtenhalde Privates Sonderpädagogisches Bildungs- und Beratungszentrum emot. u. soziale Entwicklung,Senator-Burda-Str. 45 77654 Offenburg,,0781/93 74 20
Haus- und Landwirtschaftliche Schulen Offenburg  ,Zähringerstr. 41 77652 Offenburg,poststelle@04103123.schule.bwl.de,0781/8058200
Helme-Heine-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Körperl. u. motor. Entwicklung,Platanenallee 3 77656 Offenburg,poststelle@04161275.schule.bwl.de,0781 /57554
Hertha-Wiegand-Schule SBBZ mit Förderschwerpunkt Schüler in Krankenhausbeh. am Ortenau Klinikum Offenburg,Ebertplatz 12 77654 Offenburg,poststelle@04161986.schule.bwl.de,0781/4728537
Kaufmännische Schule   ,Zähringerstr. 37-39 77652 Offenburg,poststelle@04100808.schule.bwl.de,0781/8058100
Klosterschule Unserer Lieben Frau Mädchengymnasium ,Lange Str. 9 77652 Offenburg,poststelle@04300834.schule.bwl.de,0781 /919166000
Klosterschule Unserer Lieben Frau Mädchenrealschule ,Lange Str. 9 77652 Offenburg,poststelle@04312009.schule.bwl.de,0781/919166000
Konrad-Adenauer-Schule Grundschule  ,Platanenallee 9 77656 Offenburg,poststelle@04155457.schule.bwl.de,0781 /6058411
Lindenhöhe e.V. Privates Sonderpädagogisches Bildungs- und Beratungszentrum Schüler i. längerer Krankenh.,Bertha-von-Suttner-Str. 1 77654 Offenburg,,0781 919-2286
Lorenz-Oken-Schule   ,Am Rosenhag 2 77652 Offenburg,poststelle@04155317.schule.bwl.de,0781 /20470
Montessori-Zentrum Ortenau Private Grundschule  ,Burdastr. 9 77656 Offenburg,,
Oken-Gymnasium   ,Vogesenstr. 10 77652 Offenburg,poststelle@04106215.schule.bwl.de,0781 /92590
Ökumenisches Institut für Pflegeberufe in der Ortenau gGmbH ,Moltkestr. 12 77654 Offenburg,,0781 /4750
Schiller-Gymnasium   ,Zeller Str. 33 77654 Offenburg,poststelle@04106227.schule.bwl.de,0781 /93770
Schulkindergarten für geistig behinderte Kinder an der Hansjakob-Schule ,Platanenallee 7 77656 Offenburg,poststelle@04159773.schule.bwl.de,0781 99-1279
Schulkindergarten für Körperbehinderte  ,Platanenallee 5 77656 Offenburg,,0781 2840-490
Sommerfeld-Schule Grund- und Werkrealschule Nord ,Alemannenstr. 8 77652 Offenburg,poststelle@04156000.schule.bwl.de,0781 /91470
Staatliches Schulamt Offenburg  ,Freiburger Str. 26 77652 Offenburg,poststelle@ssa-og.kv.bwl.de,0781/120301-00
Theodor-Heuss-Realschule   ,Vogesenstr. 16 77652 Offenburg,poststelle@04119301.schule.bwl.de,0781 /92210
Waldbachschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Vogesenstr. 30 77652 Offenburg,poststelle@04108935.schule.bwl.de,0781/9269-0
Weingartenschule Grundschule Rebland  ,Schulstr. 22 77654 Offenburg,poststelle@04155433.schule.bwl.de,0781 /9484712
Burghof-Schule Gemeinschaftsschule  ,Schulstr. 5 72131 Ofterdingen,poststelle@04145002.schule.bwl.de,07473-920770
Friedrich-Ebert-Schule GS   ,Mannheimer Str. 51 68723 Oftersheim,poststelle@04141835.schule.bwl.de,06202/597151
Theodor-Heuss-Grund - und Werkrealschule  ,Hardtwaldring 16 68723 Oftersheim,poststelle@04141847.schule.bwl.de,06202/577870
Grundschule   ,Schulstr. 7 88422 Oggelshausen,poststelle@04138010.schule.bwl.de,07582/8823
Weinbergschule   ,Schulstr. 6 77797 Ohlsbach,poststelle@04156498.schule.bwl.de,07803 922263-12
Grundschule Ohmden   ,Schulstr. 6 73275 Ohmden,poststelle@04122968.schule.bwl.de,07023/3120
Grundschule Öhningen   ,Poststr. 16 78337 Öhningen,poststelle@04149767.schule.bwl.de,07735/939916
Albert-Schweitzer-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Büttelbronner Str. 21 74613 Öhringen,poststelle@04107451.schule.bwl.de,07941/64790
August-Weygang- Gemeinschaftsschule  ,Weygangstr. 17 74613 Öhringen,poststelle@04115319.schule.bwl.de,07941/9256-0
Christliche Grund- und Werkrealschule Öhringen  ,An der Lehmgrube 14 74613 Öhringen,poststelle@04316945.schule.bwl.de,7941646420
Gewerbliche Schule Öhringen   ,Sudetenstr. 4 74613 Öhringen,poststelle@04101369.schule.bwl.de,07941/9290-0
Grundschule Cappel   ,Schulstr. 6 74613 Öhringen,poststelle@04165505.schule.bwl.de,07941/985334
Hohenlohe-Gymnasium   ,Weygangstr. 13-15 74613 Öhringen,poststelle@04104322.schule.bwl.de,07941/9257-0
Hungerfeldschule Grundschule  ,Behringstr. 9 74613 Öhringen,poststelle@04165669.schule.bwl.de,07941/6474970
Kaufmännische Schule Öhringen   ,Austr. 21 74613 Öhringen,poststelle@04100195.schule.bwl.de,07941/98893-0
Kolping Bildung Nordwürttemberg GGmbH  ,Bahnhofstr. 34 74613 Öhringen,,
Realschule Öhringen   ,Schwalbenstr. 5 74613 Öhringen,poststelle@04113499.schule.bwl.de,07941/9139-0
Richard-von-Weizsäcker-Schule Haus- und Landwirtschaftliche Schule  ,Am Maßholderbach 2 74613 Öhringen,poststelle@04102702.schule.bwl.de,07941/92690
Schillerschule Grundschule  ,Schillerstr. 1-3 74613 Öhringen,poststelle@04115307.schule.bwl.de,07941/91170
Tiele-Winckler-Schule Privates sonderpädagogisches Bildungs- und Beratungszentrum emotion.u.soziale Entwicklung,Tiele-Winckler-Str. 75 74613 Öhringen,poststelle@04301966.schule.bwl.de,07941/608422
Eichelbergschule Grundschule Ölbronn-Dürrn  ,Schulstr. 4 75248 Ölbronn-Dürrn,poststelle@04133292.schule.bwl.de,07043/2718
Kirsten-Boie-Grundschule Dürrn  ,Hauptstr. 61 75248 Ölbronn-Dürrn,poststelle@04165050.schule.bwl.de,07237/442060
Grundschule   ,Schulstr. 27 89614 Öpfingen,poststelle@04135896.schule.bwl.de,07391/2413
"Franz-Rapp-Schule Oppenau Grund-, Werkreal- und Gemeinschaftsschule ",Ottersbergstr. 2 77728 Oppenau,poststelle@04156553.schule.bwl.de,07804 97-860
Murrtal-Schule Oppenweiler Grundschule  ,Wilhelmsheimer Str. 8-10 71570 Oppenweiler,poststelle@04126597.schule.bwl.de,07191/3451660
Grundschule Orsingen-Nenzingen  ,Friedhofstr. 10 78359 Orsingen-Nenzingen,poststelle@04147370.schule.bwl.de,07771/2106
Von Berckholtz-Schule Grundschule  ,Im Sommerhäldele 1 77799 Ortenberg,poststelle@04156577.schule.bwl.de,0781 /33067
Grundschule Ostelsheim   ,Gechinger Str. 18 75395 Ostelsheim,poststelle@04131404.schule.bwl.de,07033/41908
Astrid-Lindgren-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Sindolsheimer Str. 6 74706 Osterburken,poststelle@04108352.schule.bwl.de,06295/95151
Ganztagesgymnasium Osterburken  ,Hemsbacher Str. 24 74706 Osterburken,poststelle@04105582.schule.bwl.de,06291/64080
Realschule Osterburken   ,Hemsbacher Str. 22 74706 Osterburken,poststelle@04162085.schule.bwl.de,06291/647619
Schule am Limes Gemeinschaftsschule Osterburken ,Galgensteige 15 74706 Osterburken,poststelle@04139361.schule.bwl.de,06291/41 69-0 
Erich-Kästner-Schule Gemeinschaftsschule Nellingen ,In den Anlagen 7 73760 Ostfildern,poststelle@04162334.schule.bwl.de,0711 /3411029
Garp-Bildungszentrum für die IHK Region Stuttgart Private Berufsfachschule ,Brunnenwiesenstr. 12 73760 Ostfildern,poststelle@04314201.schule.bwl.de,0711 4499625
Grundschule Ruit   ,Justinus-Kerner-Weg 40 73760 Ostfildern,poststelle@04123420.schule.bwl.de,0711 79418-0
Heinrich-Heine-Gymnasium   ,In den Anlagen 11 73760 Ostfildern,poststelle@04104346.schule.bwl.de,0711 /2207070
Klosterhofschule Grundschule Nellingen ,Klosterhof 2 73760 Ostfildern,poststelle@04123407.schule.bwl.de,0711/3412761
Lindenschule Grundschule Nellingen ,Lindenstr. 78 73760 Ostfildern,poststelle@04123419.schule.bwl.de,0711 /3412589
Lindenschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Lindenstr. 78 73760 Ostfildern,poststelle@04107360.schule.bwl.de,0711 /343121
Otto-Hahn-Gymnasium   ,In den Anlagen 7 73760 Ostfildern,poststelle@04104334.schule.bwl.de,0711 /3411060
Pfingstweideschule Grundschule Kemnat ,Panoramastr. 103 73760 Ostfildern,poststelle@04123377.schule.bwl.de,0711 /4586786
Riegelhofschule Realschule Ostfildern-Nellingen ,In den Anlagen 4 73760 Ostfildern,poststelle@04112823.schule.bwl.de,0711 /3411067
Schule im Park Grundschule  ,Gerhard-Koch-Str. 6 73760 Ostfildern,poststelle@04165645.schule.bwl.de,0711/3401536-0
Wasenäckerschule Grundschule Scharnhausen ,Fröbelstr. 9 73760 Ostfildern,poststelle@04123432.schule.bwl.de,07158/3803
Reinhold-Frank-Schulzentrum Ostrachtal Gemeinschaftsschule ,Schlößlestr. 9-11 88356 Ostrach,poststelle@04144150.schule.bwl.de,0 75 85 / 93 04 60
Carl-Dänzer-Schule Grund- und Werkrealschule  ,Michaelstr. 12 76684 Östringen,poststelle@04137431.schule.bwl.de,07259/911410
Leibniz-Gymnasium   ,Mozartstr. 1 76684 Östringen,poststelle@04105594.schule.bwl.de,07253/928311
Rosi Gollmann Grundschule Tiefenbach  ,Weinbergstr. 13 76684 Östringen,poststelle@04137443.schule.bwl.de,07259/8490
Silcher-Schule Grundschule  ,Mozartstr. 1c 76684 Östringen,poststelle@04137418.schule.bwl.de,07253/928361
Thomas-Morus-Realschule   ,Mozartstr. 1d 76684 Östringen,poststelle@04118461.schule.bwl.de,07253/928341
Grundschule Ötigheim  ,Am Tellplatzweg 5 76470 Ötigheim,poststelle@04143418.schule.bwl.de,07222/153761
Henri-Arnaud-Grundschule Ötisheim  ,Friedhofstr. 2 75443 Ötisheim,poststelle@04133309.schule.bwl.de,07041/5686
Grundschule Ottenbach   ,Schulstr. 14 73113 Ottenbach,poststelle@04114406.schule.bwl.de,07165/8255
Erwin-Schweizer-Schule Grundschule  ,Hasenwald 20 77883 Ottenhöfen im Schwarzwald,poststelle@04156589.schule.bwl.de,07842 / 996460
Grundschule Ottersweier-Unzhurst  ,Nelkenstr. 18 77833 Ottersweier,poststelle@04143443.schule.bwl.de,07223/8910
Lebenshilfe Bühl Privates sonderpädagogisches Bildungs- und Beratungszentrum FSP geistige Entwicklung,Mooslandstr. 9 77833 Ottersweier,poststelle@04301486.schule.bwl.de,07223/93730
Maria-Victoria-Schule GHS mit Werkrealschule Ottersweier  ,Friedhofstr. 26 77833 Ottersweier,poststelle@04143431.schule.bwl.de,07223/9409590
Sibylle von der Teck-Schule Grundschule  ,Schulstr. 7 73277 Owen,poststelle@04122981.schule.bwl.de,07021/51645
"Auentalschule, Grundschule   ",Schulstr. 3 88696 Owingen,poststelle@04117596.schule.bwl.de,07551/809439
Grundschule Pfaffenhofen   ,Rodbachstr. 17 74397 Pfaffenhofen,poststelle@04124114.schule.bwl.de,07046/6750
Schneckentalschule Grundschule  ,Schulstr. 4 79292 Pfaffenweiler,poststelle@04146389.schule.bwl.de,07664/ 618647
GHS Pfalzgrafenweiler mit Werkrealschule  ,Burgstr. 31 72285 Pfalzgrafenweiler,poststelle@04132342.schule.bwl.de,07445/858090
Realschule Pfalzgrafenweiler   ,Burgstr. 31 72285 Pfalzgrafenweiler,poststelle@04119052.schule.bwl.de,07445/858090
Grundschule Untersteinbach   ,Heuholzer Str. 4 74629 Pfedelbach,poststelle@04115344.schule.bwl.de,07949/518
"Pestalozzi-Schule Pfedelbach Grund-, Werkreal- und Realschule ",Pestalozzistr. 21 74629 Pfedelbach,poststelle@04115332.schule.bwl.de,07941/9886-0
Aloys-Henhöfer-Schule   ,Industriestr. 2 76327 Pfinztal,poststelle@04311534.schule.bwl.de,07240/92550
Buchwaldschule Kleinsteinbach Grundschule Pfinztal ,Eschenweg 2 76327 Pfinztal,poststelle@04137467.schule.bwl.de,07240/1546
Geschwister-Scholl-Realschule im Bildungszentrum Pfinztal  ,Schloßgartenstr. 11 76327 Pfinztal,poststelle@04118473.schule.bwl.de,0721 /4659530
Grundschule Söllingen  ,Rittnertstr. 7 76327 Pfinztal,poststelle@04137479.schule.bwl.de,07240/3328
Grundschule Wöschbach   ,Im Eigen 10 76327 Pfinztal,poststelle@04137480.schule.bwl.de,07240/4191
Ludwig-Marum-Gymnasium im Bildungszentrum Pfinztal  ,Schloßgartenstr. 11 76327 Pfinztal,poststelle@04105600.schule.bwl.de,0721 /4659510
Schlossgartenschule Grund- Werkrealschule Berghausen ,Schloßgartenstr. 9 76327 Pfinztal,poststelle@04137455.schule.bwl.de,0721/4659570
Akademie für Kommunikation Pforzheim  ,Habermehlstr. 11 75172 Pforzheim,poststelle@04314353.schule.bwl.de,07231/1559421
Alfons-Kern-Schule   ,Theaterstr. 8 75175 Pforzheim,poststelle@04101904.schule.bwl.de,07231/392354
Arlinger-Schule Grundschule  ,Börthstr. 1 75179 Pforzheim,poststelle@04130837.schule.bwl.de,07231/392351
Bohrainschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Gustav-Rau-Str. 10 75173 Pforzheim,poststelle@04110103.schule.bwl.de,07231/392259
Brötzinger-Schule Grund- und Werkrealschule  ,Westliche Karl-Friedrich-Str. 235 75172 Pforzheim,poststelle@04130849.schule.bwl.de,07231/392349
Buckenberg-Schule Grundschule  ,Birkenweg 44 75175 Pforzheim,poststelle@04130862.schule.bwl.de,07231/392350
Carlo Schmid Schule Pforzheim  ,Bleichstr. 81 75173 Pforzheim,poststelle@04312265.schule.bwl.de,07231/3861600
Dillweißensteinschule GS   ,Hirsauer Str. 222 75180 Pforzheim,poststelle@04130874.schule.bwl.de,07231/392348
Else-Mayer-Schule Private Berufsfachschule für Sozialpflege ,Simmlerstr. 10 75172 Pforzheim,,07231/56603501
Fachschule für Altenpflege und Altenpflegehilfe Siloah  ,Wilferdinger Str. 67 75179 Pforzheim,,07231/498-0
Fritz-Erler-Schule   ,Westliche Karl-Friedrich-Str. 215 75172 Pforzheim,poststelle@04100559.schule.bwl.de,07231/392357
Goetheschule Freie Waldorfschule  ,Schwarzwaldstr. 66 75173 Pforzheim,,07231/202750
Goldschmiede- mit Uhrmacherschule  ,St.-Georgen-Steige 65 75175 Pforzheim,poststelle@04101898.schule.bwl.de,07231/392532
Grundschule Huchenfeld  ,Ulrichstr. 32 75181 Pforzheim,poststelle@04132998.schule.bwl.de,07231/391409
Grundschule Würm   ,Schulstr. 8a 75181 Pforzheim,poststelle@04131027.schule.bwl.de,07231/391325
"Gustav-Heinemann-Schule Sonderpädagogisches Bildungs- und Beratungszentrum geistige, körperl. u. motor. Entwicklung",Kaulbachstr. 20 75175 Pforzheim,poststelle@04110486.schule.bwl.de,07231/1544640
Haidachschule (GHS) mit Werkrealschule  ,Gumbinner Str. 3 75181 Pforzheim,poststelle@04131015.schule.bwl.de,07231/392183
Hebel-Gymnasium   ,Simmlerstr. 1 75172 Pforzheim,poststelle@04105612.schule.bwl.de,07231/392360
Heinrich-Wieland-Schule   ,Graf-Leutrum-Str. 3 75175 Pforzheim,poststelle@04101916.schule.bwl.de,07231/392352
Hilda-Gymnasium   ,Kiehnlestr. 25 75172 Pforzheim,poststelle@04105624.schule.bwl.de,07231/392361
Insel-Grundschule   ,Emma-Jaeger-Str. 25 75175 Pforzheim,poststelle@04130898.schule.bwl.de,07231/392570
Insel-Realschule   ,Altstädter Kirchenweg 22 75175 Pforzheim,poststelle@04118874.schule.bwl.de,07231/392272
Insel-Werkrealschule   ,Altstädter Kirchenweg 26 75175 Pforzheim,poststelle@04130886.schule.bwl.de,07231/392667
Johanna-Wittum-Schule   ,Kaulbachstr. 34 75175 Pforzheim,poststelle@04102969.schule.bwl.de,07231/392363
Karl-Friedrich-Grund- und Werkrealschule  ,Inselstr. 5-7 75181 Pforzheim,poststelle@04132949.schule.bwl.de,07231/391077
Kepler-Gymnasium   ,Redtenbacherstr. 101 75177 Pforzheim,poststelle@04105636.schule.bwl.de,07231/392712
Konrad-Adenauer-Schule Realschule  ,Kaulbachstr. 30-32 75175 Pforzheim,poststelle@04118886.schule.bwl.de,07231/391575
Ludwig-Erhard-Schule   ,Schoferweg 21 75175 Pforzheim,poststelle@04100560.schule.bwl.de,07231/392741
Maihäldenschule Grundschule   ,Leonhard-Kleber-Str. 5 75179 Pforzheim,poststelle@04165748.schule.bwl.de,07231/391852
Nordstadtschule Gemeinschaftsschule  ,Brettener Str. 19 75177 Pforzheim,poststelle@04130916.schule.bwl.de,07231/392345
Osterfeld-Grundschule   ,Neßlerstr. 10 75172 Pforzheim,poststelle@04130928.schule.bwl.de,07231/392828
Osterfeld-Realschule   ,Neßlerstr. 10 75172 Pforzheim,poststelle@04118898.schule.bwl.de,07231/392852
Otterstein-Hauptschule mit Werkrealschule  ,Schwarzwaldstr. 145 75173 Pforzheim,poststelle@04131398.schule.bwl.de,07231/391142
Otterstein-Realschule   ,Schwarzwaldstr. 143 75173 Pforzheim,poststelle@04160313.schule.bwl.de,07231/391140
Pestalozzi-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Makartstr. 9-11 75175 Pforzheim,poststelle@04110115.schule.bwl.de,07231/963940
Privates sonderpädagogisches  Bildungs-u. Beratungszentrum  Pforzheim FSP körperl.u.motor. Entw.,Blumenheckstr. 41 75177 Pforzheim,poststelle@04301681.schule.bwl.de,07231/128333
Raphael-Schule Privates sonderpädagogisches Bildungs- und Beratungszentrum emotion.u.soziale Entwicklung,Hauptstr. 73 75181 Pforzheim,,07231/782494
Reuchlin-Gymnasium   ,Schwarzwaldstr. 84 75173 Pforzheim,poststelle@04105648.schule.bwl.de,07231/392557
Schanz-Schule GHS mit Werkrealschule  ,Habsburgerstr. 11 75177 Pforzheim,poststelle@04130941.schule.bwl.de,07231/392679
Schiller-Gymnasium   ,Siedlungstr. 38 75180 Pforzheim,poststelle@04310372.schule.bwl.de,07231/393031
Schloßparkschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Sprache,Schulberg 17 75175 Pforzheim,poststelle@04161421.schule.bwl.de,07231/391137
Schulkindergarten für Geistigbehinderte der Lebenshilfe Pforzheim Enzkreis ,Nelkenstr. 2 75179 Pforzheim,,07231/454052
Schulkindergarten für Körperbehinderte und Geistigbehinderte ,Redtenbacherstr. 54 75177 Pforzheim,,07231/128320
Schulkindergarten für Sprachbehinderte  ,Schulberg 17 75175 Pforzheim,poststelle@04162322.schule.bwl.de,07231/391138
Sonnenhof-Grundschule   ,Konrad-Adenauer-Str. 10 75180 Pforzheim,poststelle@04130953.schule.bwl.de,07231/392940
Staatl. anerk. Abendgymnasium der VHS Pforzheim-Enzkreis  ,Zerrennerstr. 29 75172 Pforzheim,,07231/380023
Staatl. anerk. Abendrealschule der VHS Pforzheim-Enzkreis  ,Zerrennerstr. 29 75172 Pforzheim,,07231/380040
Staatliches Schulamt Pforzheim  ,Maximilianstr. 46 75172 Pforzheim,poststelle@ssa-pf.kv.bwl.de,07231/6057-400
Südstadt-Schule Grund- und Werkrealschule  ,Hauffstr. 24 75175 Pforzheim,poststelle@04130965.schule.bwl.de,07231/392337
Theodor-Heuss-Gymnasium   ,Zerrennerstr. 43-45 75172 Pforzheim,poststelle@04105673.schule.bwl.de,07231/392785
Wald-Schule Grundschule  ,Siedlungstr. 42 75180 Pforzheim,poststelle@04130990.schule.bwl.de,07231/391228
Weiherberg-Schule Grund- und Werkrealschule  ,Bergstr. 28 75173 Pforzheim,poststelle@04130989.schule.bwl.de,07231/392886
Wunderbuch-Grundschule   ,Schulstr. 1 72539 Pfronstetten,poststelle@04138320.schule.bwl.de,07388/240
Am-Härle-Grundschule   ,Adolf-Kolping-Str. 9 88630 Pfullendorf,poststelle@04144174.schule.bwl.de,07552/91245
Grundschule Denkingen   ,Linzgaustr. 14 88630 Pfullendorf,poststelle@04144198.schule.bwl.de,07552/6146
Kasimir-Walchner-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Zum Eichberg 6 88630 Pfullendorf,poststelle@04109654.schule.bwl.de,07552/91253
Montessori-Grundschule Linzgau   ,Oberdorfstr. 9 88630 Pfullendorf,poststelle@04143819.schule.bwl.de,07552/8166
